Transaction_ID,Timestamp,Amount,Payment_Method,IP_Address,Location,Device_Info,Label
107251,2024-01-06 00:51:00,245.74,Debit Card,192.168.80.108,"New York, USA",Samsung Galaxy S21,Legitimate
107252,2024-01-06 00:52:00,30.83,Debit Card,192.168.113.107,"New York, USA",iPhone 12,Legitimate
107253,2024-01-06 00:53:00,234.29,Net Banking,192.168.132.83,"Mumbai, India",Windows 10 PC,Legitimate
107254,2024-01-06 00:54:00,38.66,Net Banking,192.168.175.253,"Berlin, Germany",iPhone 12,Legitimate
107255,2024-01-06 00:55:00,80.37,Debit Card,192.168.162.47,"Berlin, Germany",Samsung Galaxy S21,Legitimate
107256,2024-01-06 00:56:00,5.18,Credit Card,192.168.234.13,"Tokyo, Japan",Windows 10 PC,Legitimate
107257,2024-01-06 00:57:00,4.49,Credit Card,192.168.53.153,"Tokyo, Japan",iPhone 12,Legitimate
107258,2024-01-06 00:58:00,127.43,PayPal,192.168.117.108,"Tokyo, Japan",iPhone 12,Legitimate
107259,2024-01-06 00:59:00,58.79,Debit Card,192.168.170.237,"Sydney, Australia",iPhone 12,Legitimate
107260,2024-01-06 01:00:00,29.61,Net Banking,192.168.41.215,"New York, USA",Samsung Galaxy S21,Legitimate
107261,2024-01-06 01:01:00,21.12,PayPal,192.168.94.145,"Mumbai, India",Android Pixel 6,Legitimate
107262,2024-01-06 01:02:00,110.85,Credit Card,192.168.102.182,"Mumbai, India",iPhone 12,Legitimate
107263,2024-01-06 01:03:00,0.04,Debit Card,192.168.49.124,"Berlin, Germany",Windows 10 PC,Legitimate
107264,2024-01-06 01:04:00,163.93,PayPal,192.168.85.148,"Tokyo, Japan",Samsung Galaxy S21,Legitimate
107265,2024-01-06 01:05:00,8.26,Credit Card,192.168.161.216,"Berlin, Germany",Windows 10 PC,Legitimate
107266,2024-01-06 01:06:00,21.26,Net Banking,192.168.39.118,"New York, USA",Android Pixel 6,Fraudulent
107267,2024-01-06 01:07:00,48.81,Credit Card,192.168.110.29,"Sydney, Australia",Windows 10 PC,Legitimate
107268,2024-01-06 01:08:00,66.33,Credit Card,192.168.197.116,"New York, USA",iPhone 12,Legitimate
107269,2024-01-06 01:09:00,43.85,Debit Card,192.168.236.24,"Berlin, Germany",Windows 10 PC,Legitimate
107270,2024-01-06 01:10:00,38.67,Net Banking,192.168.196.28,"Tokyo, Japan",Windows 10 PC,Legitimate
107271,2024-01-06 01:11:00,332.19,Debit Card,192.168.213.66,"Berlin, Germany",Samsung Galaxy S21,Legitimate
107272,2024-01-06 01:12:00,102.6,Net Banking,192.168.184.46,"Tokyo, Japan",Windows 10 PC,Legitimate
107273,2024-01-06 01:13:00,2.37,PayPal,192.168.250.221,"Tokyo, Japan",MacBook Pro,Legitimate
107274,2024-01-06 01:14:00,56.24,Credit Card,192.168.215.104,"Berlin, Germany",MacBook Pro,Legitimate
107275,2024-01-06 01:15:00,207.95,Debit Card,192.168.144.176,"Sydney, Australia",Samsung Galaxy S21,Legitimate
107276,2024-01-06 01:16:00,35.88,Net Banking,192.168.108.49,"Berlin, Germany",MacBook Pro,Legitimate
107277,2024-01-06 01:17:00,9.93,Debit Card,192.168.211.89,"New York, USA",Samsung Galaxy S21,Legitimate
107278,2024-01-06 01:18:00,142.04,Credit Card,192.168.132.12,"New York, USA",Windows 10 PC,Legitimate
107279,2024-01-06 01:19:00,93.14,Credit Card,192.168.190.38,"Mumbai, India",Samsung Galaxy S21,Legitimate
107280,2024-01-06 01:20:00,84.47,PayPal,192.168.195.172,"New York, USA",MacBook Pro,Legitimate
107281,2024-01-06 01:21:00,5.51,Net Banking,192.168.16.231,"New York, USA",iPhone 12,Legitimate
107282,2024-01-06 01:22:00,15.14,Net Banking,192.168.186.98,"Berlin, Germany",iPhone 12,Legitimate
107283,2024-01-06 01:23:00,97.43,PayPal,192.168.248.222,"Berlin, Germany",MacBook Pro,Legitimate
107284,2024-01-06 01:24:00,23.3,PayPal,192.168.79.225,"Sydney, Australia",iPhone 12,Legitimate
107285,2024-01-06 01:25:00,70.13,Net Banking,192.168.58.95,"New York, USA",Samsung Galaxy S21,Legitimate
107286,2024-01-06 01:26:00,78.72,Net Banking,192.168.224.121,"Sydney, Australia",MacBook Pro,Legitimate
107287,2024-01-06 01:27:00,33.34,Debit Card,192.168.135.29,"Sydney, Australia",Android Pixel 6,Legitimate
107288,2024-01-06 01:28:00,296.47,Net Banking,192.168.130.144,"New York, USA",Windows 10 PC,Legitimate
107289,2024-01-06 01:29:00,184.81,Debit Card,192.168.122.50,"Berlin, Germany",Android Pixel 6,Fraudulent
107290,2024-01-06 01:30:00,128.15,Debit Card,192.168.151.79,"Tokyo, Japan",Samsung Galaxy S21,Legitimate
107291,2024-01-06 01:31:00,8.12,Debit Card,192.168.250.191,"Tokyo, Japan",MacBook Pro,Legitimate
107292,2024-01-06 01:32:00,11.22,Debit Card,192.168.211.73,"Tokyo, Japan",Windows 10 PC,Legitimate
107293,2024-01-06 01:33:00,67.88,Credit Card,192.168.122.246,"Sydney, Australia",Android Pixel 6,Fraudulent
107294,2024-01-06 01:34:00,17.52,PayPal,192.168.215.110,"Tokyo, Japan",Samsung Galaxy S21,Legitimate
107295,2024-01-06 01:35:00,382.89,PayPal,192.168.198.111,"Mumbai, India",Samsung Galaxy S21,Legitimate
107296,2024-01-06 01:36:00,17.26,Net Banking,192.168.176.19,"Mumbai, India",iPhone 12,Legitimate
107297,2024-01-06 01:37:00,66.84,PayPal,192.168.204.28,"Sydney, Australia",Windows 10 PC,Legitimate
107298,2024-01-06 01:38:00,45.27,PayPal,192.168.9.8,"Berlin, Germany",Windows 10 PC,Legitimate
107299,2024-01-06 01:39:00,101.99,Credit Card,192.168.198.107,"New York, USA",Android Pixel 6,Legitimate
107300,2024-01-06 01:40:00,13.82,Debit Card,192.168.62.32,"Sydney, Australia",Windows 10 PC,Legitimate
107301,2024-01-06 01:41:00,56.27,Debit Card,192.168.151.79,"Tokyo, Japan",Android Pixel 6,Fraudulent
107302,2024-01-06 01:42:00,32.12,Debit Card,192.168.31.3,"New York, USA",MacBook Pro,Legitimate
107303,2024-01-06 01:43:00,218.7,PayPal,192.168.189.77,"Berlin, Germany",MacBook Pro,Legitimate
107304,2024-01-06 01:44:00,4.14,PayPal,192.168.125.251,"Tokyo, Japan",MacBook Pro,Legitimate
107305,2024-01-06 01:45:00,245.02,Net Banking,192.168.118.220,"Mumbai, India",Android Pixel 6,Legitimate
107306,2024-01-06 01:46:00,178.97,Credit Card,192.168.21.150,"Mumbai, India",Android Pixel 6,Legitimate
107307,2024-01-06 01:47:00,35.32,Credit Card,192.168.217.25,"Sydney, Australia",MacBook Pro,Legitimate
107308,2024-01-06 01:48:00,155.73,Net Banking,192.168.48.171,"Berlin, Germany",MacBook Pro,Legitimate
107309,2024-01-06 01:49:00,3.17,Net Banking,192.168.238.149,"Sydney, Australia",Windows 10 PC,Fraudulent
107310,2024-01-06 01:50:00,340.72,Net Banking,192.168.107.194,"Berlin, Germany",Windows 10 PC,Legitimate
107311,2024-01-06 01:51:00,74.78,Debit Card,192.168.169.51,"Sydney, Australia",Android Pixel 6,Legitimate
107312,2024-01-06 01:52:00,36.14,Debit Card,192.168.144.141,"New York, USA",iPhone 12,Legitimate
107313,2024-01-06 01:53:00,45.03,Debit Card,192.168.63.172,"Sydney, Australia",iPhone 12,Legitimate
107314,2024-01-06 01:54:00,6.87,Debit Card,192.168.191.157,"New York, USA",Windows 10 PC,Legitimate
107315,2024-01-06 01:55:00,454.21,Net Banking,192.168.140.153,"Berlin, Germany",Samsung Galaxy S21,Legitimate
107316,2024-01-06 01:56:00,4.01,Net Banking,192.168.231.159,"New York, USA",iPhone 12,Legitimate
107317,2024-01-06 01:57:00,106.39,Net Banking,192.168.173.225,"New York, USA",Android Pixel 6,Legitimate
107318,2024-01-06 01:58:00,58.47,Debit Card,192.168.50.214,"Sydney, Australia",Samsung Galaxy S21,Legitimate
107319,2024-01-06 01:59:00,297.43,Debit Card,192.168.33.107,"New York, USA",Android Pixel 6,Legitimate
107320,2024-01-06 02:00:00,28.24,PayPal,192.168.115.203,"Tokyo, Japan",Windows 10 PC,Legitimate
107321,2024-01-06 02:01:00,75.95,Net Banking,192.168.214.27,"Tokyo, Japan",Android Pixel 6,Legitimate
107322,2024-01-06 02:02:00,65.85,Credit Card,192.168.18.175,"Berlin, Germany",iPhone 12,Legitimate
107323,2024-01-06 02:03:00,121.36,Credit Card,192.168.97.71,"Tokyo, Japan",MacBook Pro,Legitimate
107324,2024-01-06 02:04:00,7.04,PayPal,192.168.161.105,"Sydney, Australia",Android Pixel 6,Fraudulent
107325,2024-01-06 02:05:00,21.54,Debit Card,192.168.143.70,"New York, USA",iPhone 12,Legitimate
107326,2024-01-06 02:06:00,24.15,Net Banking,192.168.26.50,"New York, USA",MacBook Pro,Legitimate
107327,2024-01-06 02:07:00,134.0,Debit Card,192.168.83.53,"Berlin, Germany",Android Pixel 6,Legitimate
107328,2024-01-06 02:08:00,20.97,Debit Card,192.168.122.226,"New York, USA",Samsung Galaxy S21,Legitimate
107329,2024-01-06 02:09:00,85.21,Credit Card,192.168.16.219,"New York, USA",Android Pixel 6,Legitimate
107330,2024-01-06 02:10:00,24.24,Credit Card,192.168.71.195,"New York, USA",Android Pixel 6,Legitimate
107331,2024-01-06 02:11:00,197.78,Net Banking,192.168.224.113,"Berlin, Germany",Android Pixel 6,Legitimate
107332,2024-01-06 02:12:00,285.05,Net Banking,192.168.213.94,"Tokyo, Japan",Samsung Galaxy S21,Legitimate
107333,2024-01-06 02:13:00,73.08,Debit Card,192.168.128.104,"Tokyo, Japan",Android Pixel 6,Legitimate
107334,2024-01-06 02:14:00,43.43,Debit Card,192.168.13.134,"Mumbai, India",Samsung Galaxy S21,Legitimate
107335,2024-01-06 02:15:00,26.66,PayPal,192.168.63.199,"Sydney, Australia",Android Pixel 6,Legitimate
107336,2024-01-06 02:16:00,5.11,Debit Card,192.168.135.181,"Mumbai, India",MacBook Pro,Legitimate
107337,2024-01-06 02:17:00,31.27,PayPal,192.168.151.182,"Berlin, Germany",MacBook Pro,Legitimate
107338,2024-01-06 02:18:00,106.2,Debit Card,192.168.128.226,"Berlin, Germany",Samsung Galaxy S21,Legitimate
107339,2024-01-06 02:19:00,76.27,Debit Card,192.168.232.199,"Tokyo, Japan",MacBook Pro,Legitimate
107340,2024-01-06 02:20:00,288.31,Debit Card,192.168.68.31,"New York, USA",Android Pixel 6,Legitimate
107341,2024-01-06 02:21:00,50.46,Net Banking,192.168.0.193,"Mumbai, India",iPhone 12,Legitimate
107342,2024-01-06 02:22:00,118.37,Net Banking,192.168.169.237,"Berlin, Germany",iPhone 12,Fraudulent
107343,2024-01-06 02:23:00,67.2,Net Banking,192.168.206.233,"Sydney, Australia",Android Pixel 6,Legitimate
107344,2024-01-06 02:24:00,71.86,PayPal,192.168.136.203,"Mumbai, India",MacBook Pro,Legitimate
107345,2024-01-06 02:25:00,31.17,PayPal,192.168.73.151,"Sydney, Australia",Windows 10 PC,Legitimate
107346,2024-01-06 02:26:00,60.69,Net Banking,192.168.104.113,"Sydney, Australia",iPhone 12,Legitimate
107347,2024-01-06 02:27:00,63.64,PayPal,192.168.146.50,"Tokyo, Japan",MacBook Pro,Legitimate
107348,2024-01-06 02:28:00,122.64,Net Banking,192.168.80.1,"Tokyo, Japan",Samsung Galaxy S21,Legitimate
107349,2024-01-06 02:29:00,282.41,Credit Card,192.168.9.196,"Sydney, Australia",MacBook Pro,Legitimate
107350,2024-01-06 02:30:00,39.95,Net Banking,192.168.102.133,"Mumbai, India",iPhone 12,Legitimate
107351,2024-01-06 02:31:00,4.31,Credit Card,192.168.189.65,"Tokyo, Japan",Windows 10 PC,Legitimate
107352,2024-01-06 02:32:00,68.58,Debit Card,192.168.7.67,"Mumbai, India",Windows 10 PC,Legitimate
107353,2024-01-06 02:33:00,78.63,PayPal,192.168.186.49,"Tokyo, Japan",iPhone 12,Legitimate
107354,2024-01-06 02:34:00,18.45,PayPal,192.168.94.35,"New York, USA",Android Pixel 6,Legitimate
107355,2024-01-06 02:35:00,142.91,Net Banking,192.168.135.253,"Berlin, Germany",iPhone 12,Legitimate
107356,2024-01-06 02:36:00,419.5,Debit Card,192.168.94.144,"New York, USA",Samsung Galaxy S21,Legitimate
107357,2024-01-06 02:37:00,291.46,Debit Card,192.168.186.248,"New York, USA",MacBook Pro,Legitimate
107358,2024-01-06 02:38:00,21.95,Debit Card,192.168.237.231,"Berlin, Germany",iPhone 12,Legitimate
107359,2024-01-06 02:39:00,208.24,Debit Card,192.168.77.135,"Tokyo, Japan",Samsung Galaxy S21,Legitimate
107360,2024-01-06 02:40:00,121.91,PayPal,192.168.121.88,"Tokyo, Japan",Android Pixel 6,Legitimate
107361,2024-01-06 02:41:00,60.49,Net Banking,192.168.205.214,"New York, USA",Windows 10 PC,Legitimate
107362,2024-01-06 02:42:00,77.79,Net Banking,192.168.42.232,"Tokyo, Japan",Android Pixel 6,Legitimate
107363,2024-01-06 02:43:00,189.45,Credit Card,192.168.62.80,"Sydney, Australia",iPhone 12,Legitimate
107364,2024-01-06 02:44:00,65.42,PayPal,192.168.112.11,"Sydney, Australia",Windows 10 PC,Legitimate
107365,2024-01-06 02:45:00,46.71,Credit Card,192.168.83.97,"Tokyo, Japan",MacBook Pro,Legitimate
107366,2024-01-06 02:46:00,67.97,Debit Card,192.168.55.48,"Sydney, Australia",iPhone 12,Legitimate
107367,2024-01-06 02:47:00,86.54,Net Banking,192.168.179.138,"Berlin, Germany",Windows 10 PC,Legitimate
107368,2024-01-06 02:48:00,20.96,Credit Card,192.168.26.189,"New York, USA",iPhone 12,Legitimate
107369,2024-01-06 02:49:00,231.17,PayPal,192.168.136.81,"Tokyo, Japan",MacBook Pro,Legitimate
107370,2024-01-06 02:50:00,112.14,Net Banking,192.168.229.35,"New York, USA",iPhone 12,Legitimate
107371,2024-01-06 02:51:00,100.31,PayPal,192.168.173.219,"Berlin, Germany",Samsung Galaxy S21,Legitimate
107372,2024-01-06 02:52:00,10.48,Net Banking,192.168.211.117,"New York, USA",Android Pixel 6,Legitimate
107373,2024-01-06 02:53:00,92.68,PayPal,192.168.233.156,"Tokyo, Japan",iPhone 12,Legitimate
107374,2024-01-06 02:54:00,12.89,PayPal,192.168.195.78,"Berlin, Germany",Samsung Galaxy S21,Legitimate
107375,2024-01-06 02:55:00,8.2,Net Banking,192.168.40.235,"Berlin, Germany",Samsung Galaxy S21,Legitimate
107376,2024-01-06 02:56:00,74.93,PayPal,192.168.27.191,"Sydney, Australia",iPhone 12,Legitimate
107377,2024-01-06 02:57:00,51.55,PayPal,192.168.231.151,"Tokyo, Japan",Windows 10 PC,Legitimate
107378,2024-01-06 02:58:00,88.87,Debit Card,192.168.100.143,"Berlin, Germany",Windows 10 PC,Legitimate
107379,2024-01-06 02:59:00,9.35,Net Banking,192.168.21.46,"Berlin, Germany",Android Pixel 6,Legitimate
107380,2024-01-06 03:00:00,56.38,Credit Card,192.168.16.128,"New York, USA",Windows 10 PC,Legitimate
107381,2024-01-06 03:01:00,19.21,Net Banking,192.168.158.88,"Sydney, Australia",MacBook Pro,Legitimate
107382,2024-01-06 03:02:00,435.05,Net Banking,192.168.11.19,"New York, USA",iPhone 12,Legitimate
107383,2024-01-06 03:03:00,82.36,Debit Card,192.168.146.4,"Berlin, Germany",Windows 10 PC,Legitimate
107384,2024-01-06 03:04:00,116.29,Credit Card,192.168.253.14,"Berlin, Germany",MacBook Pro,Legitimate
107385,2024-01-06 03:05:00,39.37,Credit Card,192.168.232.24,"New York, USA",MacBook Pro,Legitimate
107386,2024-01-06 03:06:00,9.95,Credit Card,192.168.162.107,"New York, USA",Samsung Galaxy S21,Legitimate
107387,2024-01-06 03:07:00,372.43,PayPal,192.168.54.62,"Berlin, Germany",Windows 10 PC,Legitimate
107388,2024-01-06 03:08:00,33.72,PayPal,192.168.242.46,"Berlin, Germany",Android Pixel 6,Legitimate
107389,2024-01-06 03:09:00,55.13,PayPal,192.168.194.115,"Sydney, Australia",MacBook Pro,Legitimate
107390,2024-01-06 03:10:00,104.94,Credit Card,192.168.209.63,"Berlin, Germany",Windows 10 PC,Legitimate
107391,2024-01-06 03:11:00,2.5,Net Banking,192.168.21.207,"Berlin, Germany",iPhone 12,Legitimate
107392,2024-01-06 03:12:00,166.21,Net Banking,192.168.206.196,"Tokyo, Japan",Android Pixel 6,Legitimate
107393,2024-01-06 03:13:00,76.91,Credit Card,192.168.233.105,"Mumbai, India",Windows 10 PC,Legitimate
107394,2024-01-06 03:14:00,32.6,Credit Card,192.168.76.241,"Mumbai, India",iPhone 12,Legitimate
107395,2024-01-06 03:15:00,6.36,Debit Card,192.168.219.73,"Berlin, Germany",MacBook Pro,Legitimate
107396,2024-01-06 03:16:00,17.73,PayPal,192.168.79.126,"Sydney, Australia",MacBook Pro,Fraudulent
107397,2024-01-06 03:17:00,225.41,PayPal,192.168.129.125,"Tokyo, Japan",iPhone 12,Legitimate
107398,2024-01-06 03:18:00,115.84,PayPal,192.168.113.227,"Berlin, Germany",Windows 10 PC,Legitimate
107399,2024-01-06 03:19:00,28.76,Debit Card,192.168.114.152,"Tokyo, Japan",MacBook Pro,Legitimate
107400,2024-01-06 03:20:00,6.79,Debit Card,192.168.60.4,"New York, USA",Windows 10 PC,Legitimate
107401,2024-01-06 03:21:00,117.32,Debit Card,192.168.27.80,"Sydney, Australia",MacBook Pro,Legitimate
107402,2024-01-06 03:22:00,84.96,Credit Card,192.168.193.14,"Mumbai, India",Samsung Galaxy S21,Legitimate
107403,2024-01-06 03:23:00,51.84,Debit Card,192.168.182.119,"Tokyo, Japan",MacBook Pro,Legitimate
107404,2024-01-06 03:24:00,45.19,Net Banking,192.168.37.220,"Berlin, Germany",MacBook Pro,Legitimate
107405,2024-01-06 03:25:00,24.44,Credit Card,192.168.150.209,"New York, USA",Samsung Galaxy S21,Legitimate
107406,2024-01-06 03:26:00,110.75,Credit Card,192.168.13.31,"Sydney, Australia",Android Pixel 6,Legitimate
107407,2024-01-06 03:27:00,352.91,PayPal,192.168.43.197,"Tokyo, Japan",Samsung Galaxy S21,Legitimate
107408,2024-01-06 03:28:00,19.32,PayPal,192.168.91.117,"New York, USA",Android Pixel 6,Legitimate
107409,2024-01-06 03:29:00,90.91,Debit Card,192.168.115.122,"Tokyo, Japan",MacBook Pro,Legitimate
107410,2024-01-06 03:30:00,55.2,Net Banking,192.168.115.209,"Tokyo, Japan",Android Pixel 6,Legitimate
107411,2024-01-06 03:31:00,59.18,Credit Card,192.168.226.185,"Tokyo, Japan",iPhone 12,Legitimate
107412,2024-01-06 03:32:00,29.32,Credit Card,192.168.101.3,"Sydney, Australia",iPhone 12,Legitimate
107413,2024-01-06 03:33:00,174.37,Credit Card,192.168.114.189,"Sydney, Australia",iPhone 12,Legitimate
107414,2024-01-06 03:34:00,66.41,PayPal,192.168.240.187,"Mumbai, India",Samsung Galaxy S21,Legitimate
107415,2024-01-06 03:35:00,78.4,PayPal,192.168.222.202,"Tokyo, Japan",iPhone 12,Legitimate
107416,2024-01-06 03:36:00,36.35,Net Banking,192.168.237.58,"New York, USA",Windows 10 PC,Legitimate
107417,2024-01-06 03:37:00,20.07,PayPal,192.168.74.156,"Berlin, Germany",iPhone 12,Fraudulent
107418,2024-01-06 03:38:00,8.98,Net Banking,192.168.146.144,"Tokyo, Japan",MacBook Pro,Legitimate
107419,2024-01-06 03:39:00,125.22,PayPal,192.168.3.171,"Mumbai, India",iPhone 12,Legitimate
107420,2024-01-06 03:40:00,21.84,Net Banking,192.168.3.186,"Sydney, Australia",Android Pixel 6,Fraudulent
107421,2024-01-06 03:41:00,117.14,PayPal,192.168.139.240,"Mumbai, India",MacBook Pro,Legitimate
107422,2024-01-06 03:42:00,49.49,PayPal,192.168.46.134,"Mumbai, India",MacBook Pro,Fraudulent
107423,2024-01-06 03:43:00,53.75,Debit Card,192.168.212.224,"Tokyo, Japan",iPhone 12,Legitimate
107424,2024-01-06 03:44:00,63.33,Debit Card,192.168.228.139,"Tokyo, Japan",Android Pixel 6,Legitimate
107425,2024-01-06 03:45:00,45.84,Debit Card,192.168.70.53,"New York, USA",MacBook Pro,Legitimate
107426,2024-01-06 03:46:00,10.6,Net Banking,192.168.185.62,"New York, USA",MacBook Pro,Legitimate
107427,2024-01-06 03:47:00,37.05,Net Banking,192.168.142.164,"Mumbai, India",Windows 10 PC,Legitimate
107428,2024-01-06 03:48:00,108.99,Net Banking,192.168.55.72,"New York, USA",Samsung Galaxy S21,Legitimate
107429,2024-01-06 03:49:00,109.6,Net Banking,192.168.96.101,"New York, USA",Android Pixel 6,Legitimate
107430,2024-01-06 03:50:00,33.72,Debit Card,192.168.79.30,"Berlin, Germany",iPhone 12,Legitimate
107431,2024-01-06 03:51:00,61.64,Credit Card,192.168.14.129,"New York, USA",MacBook Pro,Legitimate
107432,2024-01-06 03:52:00,21.5,PayPal,192.168.12.247,"Mumbai, India",MacBook Pro,Legitimate
107433,2024-01-06 03:53:00,23.62,PayPal,192.168.4.175,"Tokyo, Japan",Samsung Galaxy S21,Legitimate
107434,2024-01-06 03:54:00,2.33,Net Banking,192.168.160.31,"Sydney, Australia",iPhone 12,Legitimate
107435,2024-01-06 03:55:00,227.06,Debit Card,192.168.180.105,"Tokyo, Japan",Windows 10 PC,Legitimate
107436,2024-01-06 03:56:00,23.66,Credit Card,192.168.239.236,"Mumbai, India",Windows 10 PC,Legitimate
107437,2024-01-06 03:57:00,25.82,Debit Card,192.168.20.193,"Sydney, Australia",Android Pixel 6,Legitimate
107438,2024-01-06 03:58:00,32.8,PayPal,192.168.227.188,"Berlin, Germany",Samsung Galaxy S21,Legitimate
107439,2024-01-06 03:59:00,13.63,Net Banking,192.168.181.224,"Mumbai, India",Samsung Galaxy S21,Legitimate
107440,2024-01-06 04:00:00,101.96,Net Banking,192.168.202.40,"Mumbai, India",MacBook Pro,Legitimate
107441,2024-01-06 04:01:00,7.81,Debit Card,192.168.86.165,"Mumbai, India",MacBook Pro,Legitimate
107442,2024-01-06 04:02:00,14.41,Net Banking,192.168.160.231,"Tokyo, Japan",MacBook Pro,Legitimate
107443,2024-01-06 04:03:00,103.5,Credit Card,192.168.135.227,"Sydney, Australia",MacBook Pro,Legitimate
107444,2024-01-06 04:04:00,41.5,PayPal,192.168.35.32,"Berlin, Germany",iPhone 12,Legitimate
107445,2024-01-06 04:05:00,123.08,Credit Card,192.168.28.94,"New York, USA",iPhone 12,Legitimate
107446,2024-01-06 04:06:00,81.51,Debit Card,192.168.56.221,"Sydney, Australia",Android Pixel 6,Legitimate
107447,2024-01-06 04:07:00,29.57,PayPal,192.168.71.188,"Mumbai, India",Windows 10 PC,Legitimate
107448,2024-01-06 04:08:00,105.22,Credit Card,192.168.89.214,"Mumbai, India",Android Pixel 6,Legitimate
107449,2024-01-06 04:09:00,12.36,Credit Card,192.168.113.182,"Mumbai, India",MacBook Pro,Legitimate
107450,2024-01-06 04:10:00,76.88,Credit Card,192.168.179.114,"Mumbai, India",Samsung Galaxy S21,Fraudulent
107451,2024-01-06 04:11:00,57.47,PayPal,192.168.170.125,"Berlin, Germany",iPhone 12,Legitimate
107452,2024-01-06 04:12:00,31.18,PayPal,192.168.123.153,"Tokyo, Japan",iPhone 12,Legitimate
107453,2024-01-06 04:13:00,92.64,Net Banking,192.168.115.233,"Sydney, Australia",iPhone 12,Legitimate
107454,2024-01-06 04:14:00,205.05,Debit Card,192.168.252.229,"Berlin, Germany",iPhone 12,Legitimate
107455,2024-01-06 04:15:00,681.67,Net Banking,192.168.102.1,"Berlin, Germany",Samsung Galaxy S21,Legitimate
107456,2024-01-06 04:16:00,93.59,Debit Card,192.168.182.89,"Berlin, Germany",Android Pixel 6,Legitimate
107457,2024-01-06 04:17:00,51.87,PayPal,192.168.17.218,"Berlin, Germany",iPhone 12,Legitimate
107458,2024-01-06 04:18:00,25.52,Credit Card,192.168.177.208,"Berlin, Germany",MacBook Pro,Legitimate
107459,2024-01-06 04:19:00,29.72,Net Banking,192.168.44.14,"Berlin, Germany",MacBook Pro,Legitimate
107460,2024-01-06 04:20:00,65.29,PayPal,192.168.234.134,"Berlin, Germany",Android Pixel 6,Legitimate
107461,2024-01-06 04:21:00,45.77,PayPal,192.168.208.210,"Tokyo, Japan",Android Pixel 6,Legitimate
107462,2024-01-06 04:22:00,245.13,PayPal,192.168.154.39,"Tokyo, Japan",Android Pixel 6,Legitimate
107463,2024-01-06 04:23:00,45.93,Net Banking,192.168.16.159,"Berlin, Germany",Android Pixel 6,Legitimate
107464,2024-01-06 04:24:00,46.75,PayPal,192.168.143.190,"Mumbai, India",Samsung Galaxy S21,Legitimate
107465,2024-01-06 04:25:00,48.38,Debit Card,192.168.251.221,"New York, USA",iPhone 12,Legitimate
107466,2024-01-06 04:26:00,181.17,Debit Card,192.168.77.245,"Berlin, Germany",Samsung Galaxy S21,Legitimate
107467,2024-01-06 04:27:00,105.21,Credit Card,192.168.187.241,"Sydney, Australia",Samsung Galaxy S21,Legitimate
107468,2024-01-06 04:28:00,95.24,Net Banking,192.168.104.81,"Sydney, Australia",iPhone 12,Legitimate
107469,2024-01-06 04:29:00,40.67,Net Banking,192.168.85.179,"Berlin, Germany",Samsung Galaxy S21,Legitimate
107470,2024-01-06 04:30:00,170.32,Net Banking,192.168.248.79,"Tokyo, Japan",Android Pixel 6,Legitimate
107471,2024-01-06 04:31:00,3.91,Net Banking,192.168.48.48,"Sydney, Australia",Windows 10 PC,Legitimate
107472,2024-01-06 04:32:00,204.64,Net Banking,192.168.207.153,"Tokyo, Japan",MacBook Pro,Legitimate
107473,2024-01-06 04:33:00,71.9,PayPal,192.168.178.42,"New York, USA",Android Pixel 6,Legitimate
107474,2024-01-06 04:34:00,50.79,PayPal,192.168.69.242,"Mumbai, India",Android Pixel 6,Legitimate
107475,2024-01-06 04:35:00,68.75,Debit Card,192.168.70.8,"Tokyo, Japan",iPhone 12,Legitimate
107476,2024-01-06 04:36:00,110.09,Net Banking,192.168.171.191,"Sydney, Australia",Windows 10 PC,Legitimate
107477,2024-01-06 04:37:00,1.28,Net Banking,192.168.89.1,"New York, USA",iPhone 12,Legitimate
107478,2024-01-06 04:38:00,205.22,Net Banking,192.168.163.2,"Mumbai, India",Android Pixel 6,Legitimate
107479,2024-01-06 04:39:00,59.19,Debit Card,192.168.181.148,"Tokyo, Japan",Samsung Galaxy S21,Legitimate
107480,2024-01-06 04:40:00,42.0,Net Banking,192.168.235.194,"Mumbai, India",MacBook Pro,Legitimate
107481,2024-01-06 04:41:00,14.88,Net Banking,192.168.8.11,"New York, USA",MacBook Pro,Legitimate
107482,2024-01-06 04:42:00,57.89,PayPal,192.168.199.242,"New York, USA",Android Pixel 6,Legitimate
107483,2024-01-06 04:43:00,68.58,Debit Card,192.168.249.164,"Berlin, Germany",iPhone 12,Legitimate
107484,2024-01-06 04:44:00,51.69,PayPal,192.168.212.164,"Berlin, Germany",Windows 10 PC,Legitimate
107485,2024-01-06 04:45:00,113.53,Credit Card,192.168.103.194,"Tokyo, Japan",Windows 10 PC,Legitimate
107486,2024-01-06 04:46:00,54.63,Net Banking,192.168.242.55,"Sydney, Australia",Android Pixel 6,Legitimate
107487,2024-01-06 04:47:00,325.5,Credit Card,192.168.104.212,"Berlin, Germany",Windows 10 PC,Legitimate
107488,2024-01-06 04:48:00,91.45,Net Banking,192.168.62.153,"Tokyo, Japan",iPhone 12,Legitimate
107489,2024-01-06 04:49:00,164.75,Credit Card,192.168.215.45,"Mumbai, India",Windows 10 PC,Legitimate
107490,2024-01-06 04:50:00,11.58,PayPal,192.168.180.59,"New York, USA",iPhone 12,Legitimate
